id	num	neg|score	neg|p-value	neg|fdr	neg|rank	neg|goodsgrna	neg|lfc	pos|score	pos|p-value	pos|fdr	pos|rank	pos|goodsgrna	pos|lfc
KIAA1755	3	0.44984	0.51928	1.0	8059	1	-0.11321	0.8565	0.85634	1.0	13829	0	-0.11321
NXPE	2	0.44986	0.46068	1.0	8060	1	-0.17079	0.84005	0.83964	1.0	13585	0	-0.17079
TNFRSF13C	4	0.44986	0.59731	1.0	8061	2	-0.048493	0.80109	0.80327	1.0	13041	1	-0.048493
CFHR2	4	0.44998	0.59744	1.0	8062	2	-0.16553	0.72812	0.74738	1.0	12080	1	-0.16553
USP28	3	0.45	0.51936	1.0	8063	1	0.059037	0.74098	0.74089	1.0	12243	1	0.059037
WASL	3	0.45025	0.51951	1.0	8064	1	-0.007272	0.62658	0.64107	1.0	10878	1	-0.007272
ADAMDEC	4	0.45025	0.5977	1.0	8065	1	0.1146	0.56443	0.65462	1.0	10235	1	0.1146
FAM105A	4	0.45033	0.59779	1.0	8066	2	-0.1156	0.94783	0.94774	1.0	15226	0	-0.1156
MICAL2	4	0.45036	0.59781	1.0	8067	2	-0.078251	0.88581	0.88545	1.0	14240	0	-0.078251
IQCF5	2	0.45044	0.46118	1.0	8068	1	-0.073823	0.56012	0.56096	1.0	10183	1	-0.073823
SMPD4	4	0.45058	0.59802	1.0	8069	2	0.048515	0.12545	0.25976	0.964015	4239	2	0.048515
GABARAPL	3	0.45066	0.51973	1.0	8070	1	0.013255	0.56846	0.59797	1.0	10281	1	0.013255
C4orf26	7	0.45068	0.66841	1.0	8071	2	0.2564	0.015973	0.062695	0.855341	920	5	0.2564
ZNF506	1	0.45071	0.45089	1.0	8072	0	-0.066943	0.54929	0.54921	1.0	10055	0	-0.066943
NEURL	3	0.45072	0.51978	1.0	8073	1	0.076416	0.72701	0.72736	1.0	12071	1	0.076416
ABR	7	0.45085	0.66856	1.0	8074	2	0.095138	0.1523	0.34459	0.982573	4789	2	0.095138
C21orf58	3	0.45097	0.51995	1.0	8075	1	0.56441	0.0041607	0.011521	0.793073	269	2	0.56441
KIAA1737	4	0.45105	0.59849	1.0	8076	2	-0.086704	0.64515	0.69629	1.0	11094	1	-0.086704
ZNF645	2	0.45106	0.46173	1.0	8077	1	0.0030502	0.38098	0.40371	0.991571	8265	1	0.0030502
WBSCR27	3	0.45141	0.52022	1.0	8078	1	-0.018969	0.68846	0.69193	1.0	11609	1	-0.018969
ARHGAP18	4	0.45145	0.5989	1.0	8079	1	0.041258	0.72109	0.74254	1.0	11993	1	0.041258
ACOT13	6	0.45151	0.64135	1.0	8080	2	0.14554	0.10425	0.2557	0.964015	3697	3	0.14554
OR9Q1	2	0.45155	0.46213	1.0	8081	1	0.022455	0.31152	0.34906	0.982573	7398	1	0.022455
C2orf40	5	0.45163	0.60945	1.0	8082	2	0.064421	0.663	0.75877	1.0	11308	1	0.064421
ZNF180	3	0.45165	0.52036	1.0	8083	1	0.34089	0.062449	0.1353	0.913587	2586	2	0.34089
BRCC3	2	0.45171	0.46226	1.0	8084	1	0.048513	0.19966	0.26656	0.967082	5610	1	0.048513
PRR24	2	0.4518	0.46233	1.0	8085	1	-0.2008	0.62739	0.62726	1.0	10886	0	-0.2008
SPG11	3	0.45182	0.52048	1.0	8086	1	0.0091137	0.45216	0.5219	1.0	9126	1	0.0091137
NCKAP1L	6	0.45197	0.64162	1.0	8087	1	0.32055	0.013465	0.050917	0.845052	796	4	0.32055
AKAP13	3	0.45201	0.52059	1.0	8088	1	-0.02973	0.76854	0.76847	1.0	12611	0	-0.02973
TMEM173	3	0.45204	0.52061	1.0	8089	1	-0.10023	0.83789	0.83768	1.0	13548	0	-0.10023
MFSD7	6	0.45222	0.64179	1.0	8090	2	-0.040026	0.75484	0.83693	1.0	12434	1	-0.040026
KCND2	3	0.45229	0.52075	1.0	8091	1	0.29774	0.047808	0.11507	0.892577	2163	2	0.29774
MMAA	4	0.45244	0.59992	1.0	8092	1	0.034824	0.2929	0.43881	0.996682	7136	2	0.034824
MANBA	9	0.45247	0.70416	1.0	8093	1	0.21706	0.054525	0.18341	0.934198	2349	6	0.21706
MUCL1	3	0.4526	0.52095	1.0	8094	1	-0.098925	0.77635	0.7762	1.0	12708	0	-0.098925
DHH	2	0.45273	0.46312	1.0	8095	1	-0.18307	0.82593	0.82542	1.0	13390	0	-0.18307
HNRNPA2B	2	0.45279	0.46317	1.0	8096	1	-0.16167	0.67836	0.67811	1.0	11491	0	-0.16167
FUZ	4	0.45289	0.60039	1.0	8097	2	-0.027802	0.67259	0.71201	1.0	11412	1	-0.027802
KIAA1210	2	0.45291	0.46325	1.0	8098	1	-0.13005	0.74687	0.7464	1.0	12320	0	-0.13005
POPDC2	3	0.45295	0.52116	1.0	8099	1	0.29896	0.13718	0.23322	0.958486	4520	2	0.29896
GALNT8	4	0.453	0.6005	1.0	8100	1	0.10668	0.33134	0.47757	1.0	7641	2	0.10668
KLHDC8	4	0.45307	0.60057	1.0	8101	2	-0.045279	0.11701	0.2452	0.96057	4030	1	-0.045279
TP53AIP1	7	0.4531	0.67065	1.0	8102	2	0.015142	0.15154	0.34335	0.982573	4767	3	0.015142
IDUA	4	0.45312	0.60063	1.0	8103	1	0.32417	0.0033674	0.01191	0.796235	228	2	0.32417
NOTCH4	4	0.45325	0.60077	1.0	8104	2	-0.15575	0.91399	0.91378	1.0	14683	0	-0.15575
DMXL1	4	0.45334	0.60086	1.0	8105	2	-0.0015415	0.40169	0.54864	1.0	8523	2	-0.0015415
ELMOD2	3	0.45354	0.52152	1.0	8106	1	0.20194	0.1876	0.29774	0.97762	5405	2	0.20194
CCDC117	3	0.45357	0.52154	1.0	8107	1	0.12835	0.73873	0.7387	1.0	12209	1	0.12835
HMGCLL1	4	0.45363	0.60116	1.0	8108	1	0.10154	0.31675	0.46284	1.0	7462	2	0.10154
RP11-728F11.	4	0.45367	0.6012	1.0	8109	2	-0.12061	0.75703	0.76803	1.0	12458	1	-0.12061
MLEC	4	0.45381	0.60134	1.0	8110	2	0.041657	0.2698	0.41553	0.993386	6781	2	0.041657
C1orf144	5	0.45383	0.6113	1.0	8111	2	0.074624	0.78297	0.81406	1.0	12797	1	0.074624
TTC29	2	0.45388	0.46411	1.0	8112	1	0.086889	0.24369	0.29842	0.97762	6360	1	0.086889
CACNG1	4	0.45395	0.60148	1.0	8113	1	0.36434	0.033507	0.089578	0.8777	1630	3	0.36434
PCNXL2	4	0.45399	0.60152	1.0	8114	1	0.21248	0.054869	0.13165	0.911641	2362	2	0.21248
NLRP14	4	0.45407	0.60159	1.0	8115	1	0.1701	0.13251	0.27185	0.967777	4414	3	0.1701
TMEM63	3	0.45423	0.52194	1.0	8116	1	-0.047639	0.29151	0.42601	0.993386	7122	1	-0.047639
CAPN13	4	0.45439	0.60191	1.0	8117	1	0.10875	0.44643	0.59382	1.0	9055	2	0.10875
AS3MT	4	0.45447	0.60201	1.0	8118	2	0.098028	0.058973	0.1395	0.918528	2491	2	0.098028
GPC4	4	0.4545	0.60204	1.0	8119	1	0.14895	0.17765	0.32281	0.980576	5229	2	0.14895
ZNF641	4	0.45475	0.60228	1.0	8120	2	-0.060673	0.93365	0.93338	1.0	14995	0	-0.060673
PRMT	4	0.45481	0.60234	1.0	8121	2	0.067918	0.098632	0.21277	0.94747	3547	2	0.067918
SPAG	4	0.45489	0.60242	1.0	8122	2	0.036389	0.34729	0.49365	1.0	7851	2	0.036389
SH2D3C	11	0.45495	0.72516	1.0	8123	4	-0.1189	0.29069	0.57624	1.0	7107	4	-0.1189
COL4A4	4	0.45498	0.60251	1.0	8124	1	0.17001	0.083316	0.18521	0.934198	3166	3	0.17001
OBSCN	5	0.45503	0.61234	1.0	8125	1	-0.023353	0.3122	0.49781	1.0	7406	2	-0.023353
HRC	3	0.45514	0.52252	1.0	8126	1	0.12224	0.27689	0.40833	0.993223	6888	1	0.12224
IKBKG	2	0.45519	0.46523	1.0	8127	1	-0.01262	0.51015	0.5142	1.0	9663	1	-0.01262
GAD	4	0.45526	0.60281	1.0	8128	1	0.212	0.022113	0.066107	0.857746	1174	2	0.212
SMEK2	4	0.45533	0.6029	1.0	8129	2	-0.073285	0.72934	0.74824	1.0	12095	1	-0.073285
GABARAP	4	0.4555	0.60307	1.0	8130	2	-0.12528	0.89793	0.89765	1.0	14432	0	-0.12528
OR6B1	2	0.45552	0.46551	1.0	8131	1	-0.026681	0.39914	0.41846	0.993386	8485	1	-0.026681
APBA1	4	0.45565	0.60321	1.0	8132	2	-0.16265	0.92925	0.92893	1.0	14930	0	-0.16265
THEGL	4	0.45573	0.60331	1.0	8133	1	0.25912	0.040618	0.10385	0.883738	1882	3	0.25912
CCNB2	3	0.45579	0.52294	1.0	8134	1	0.16968	0.65057	0.66001	1.0	11158	1	0.16968
KCNQ1	3	0.45586	0.52298	1.0	8135	1	0.18126	0.17971	0.28779	0.970586	5264	2	0.18126
ARFIP2	4	0.45588	0.60346	1.0	8136	2	-0.063817	0.37042	0.51695	1.0	8139	1	-0.063817
BCAS3	3	0.45601	0.5231	1.0	8137	1	-0.044395	0.66608	0.67274	1.0	11340	1	-0.044395
SIGLEC10	1	0.45605	0.45624	1.0	8138	0	-0.039234	0.54395	0.5438	1.0	10007	0	-0.039234
RG	4	0.45613	0.6037	1.0	8139	1	0.16592	0.097716	0.21112	0.94702	3520	2	0.16592
COL23A1	4	0.45631	0.6039	1.0	8140	2	-0.028174	0.77883	0.78469	1.0	12746	1	-0.028174
HNF4A	6	0.45632	0.64447	1.0	8141	2	0.0012325	0.58146	0.72926	1.0	10422	2	0.0012325
CISH	6	0.4564	0.64453	1.0	8142	2	-0.089458	0.7609	0.83901	1.0	12505	1	-0.089458
SHP	3	0.45642	0.52334	1.0	8143	1	-0.25452	0.94066	0.94085	1.0	15103	0	-0.25452
MTA3	2	0.45648	0.46636	1.0	8144	1	-0.23251	0.82095	0.82047	1.0	13332	0	-0.23251
CCRN4L	5	0.45648	0.61359	1.0	8145	2	-0.046825	0.083569	0.20358	0.945462	3177	2	-0.046825
RIPK	3	0.4565	0.52338	1.0	8146	1	0.097237	0.12814	0.2215	0.952956	4308	1	0.097237
RNF138	7	0.45658	0.6738	1.0	8147	2	0.0090426	0.10786	0.27098	0.967293	3786	3	0.0090426
OCSTAMP	4	0.4566	0.60418	1.0	8148	2	-0.033321	0.58957	0.66687	1.0	10502	1	-0.033321
OR13J1	2	0.45664	0.4665	1.0	8149	1	-0.03211	0.50677	0.51117	1.0	9637	1	-0.03211
TNFRSF6	3	0.45667	0.52346	1.0	8150	1	-0.1078	0.8181	0.81784	1.0	13291	0	-0.1078
ZNHIT3	2	0.45694	0.46676	1.0	8151	1	0.074662	0.30924	0.34728	0.982573	7364	1	0.074662
CCNE	4	0.45696	0.60454	1.0	8152	1	-0.10742	0.85209	0.85163	1.0	13759	0	-0.10742
DGKD	5	0.457	0.61402	1.0	8153	1	0.044315	0.39018	0.55986	1.0	8387	2	0.044315
HTR7	5	0.45713	0.61413	1.0	8154	2	-0.037829	0.1009	0.23069	0.958486	3607	2	-0.037829
CASP2	7	0.45714	0.67431	1.0	8155	3	-0.1234	0.061042	0.18538	0.934198	2554	3	-0.1234
C14orf18	4	0.45718	0.60476	1.0	8156	2	0.074433	0.24215	0.38773	0.987252	6333	2	0.074433
SHC4	4	0.45719	0.60478	1.0	8157	1	0.03587	0.25048	0.39604	0.98894	6467	2	0.03587
ACPL	4	0.45721	0.60479	1.0	8158	2	-0.19151	0.74014	0.75577	1.0	12230	1	-0.19151
TNN	6	0.45722	0.64505	1.0	8159	1	0.093965	0.6467	0.77628	1.0	11113	2	0.093965
ARHGAP32	4	0.45729	0.60488	1.0	8160	2	-0.11512	0.46579	0.61125	1.0	9270	1	-0.11512
CAST	5	0.45743	0.61436	1.0	8161	2	-0.073897	0.83216	0.84415	1.0	13472	1	-0.073897
FCHO	2	0.45768	0.46743	1.0	8162	1	0.077671	0.15105	0.2325	0.958486	4759	1	0.077671
TMCC3	4	0.45773	0.60534	1.0	8163	2	-0.025906	0.52905	0.63824	1.0	9857	1	-0.025906
ZNF563	4	0.45775	0.60536	1.0	8164	1	-0.031589	0.50212	0.62642	1.0	9603	1	-0.031589
ZC2HC1B	3	0.45785	0.5242	1.0	8165	1	0.10786	0.52899	0.57085	1.0	9855	1	0.10786
TAT	4	0.45795	0.60555	1.0	8166	2	-0.073353	0.52795	0.63775	1.0	9845	1	-0.073353
CGGBP	2	0.45795	0.46769	1.0	8167	1	0.056877	0.2683	0.31646	0.978268	6756	1	0.056877
LSAMP	4	0.45798	0.60558	1.0	8168	2	0.059023	0.3118	0.45787	1.0	7401	2	0.059023
OR2W	3	0.45801	0.5243	1.0	8169	1	-0.01653	0.35759	0.46773	1.0	7990	1	-0.01653
RAB40B	3	0.4581	0.52434	1.0	8170	1	0.0073832	0.641	0.65249	1.0	11055	1	0.0073832
TP53INP1	4	0.4581	0.6057	1.0	8171	1	0.31001	0.022488	0.066861	0.857746	1186	3	0.31001
ANGPTL7	4	0.45812	0.60572	1.0	8172	2	-0.086036	0.91774	0.91749	1.0	14751	0	-0.086036
KANSL	3	0.45813	0.52436	1.0	8173	1	0.041762	0.62209	0.63758	1.0	10832	1	0.041762
SIPA1L	6	0.45815	0.64566	1.0	8174	2	0.099241	0.3604	0.57565	1.0	8021	3	0.099241
CHRNA1	4	0.45822	0.60581	1.0	8175	1	0.09255	0.19695	0.34236	0.982573	5561	2	0.09255
ACTC1	4	0.45826	0.60586	1.0	8176	2	-0.15633	0.39589	0.54266	1.0	8440	1	-0.15633
ZNF136	3	0.45835	0.5245	1.0	8177	1	0.14792	0.18314	0.29215	0.974639	5330	2	0.14792
MECO	2	0.45864	0.46831	1.0	8178	1	-0.075538	0.62968	0.62948	1.0	10917	0	-0.075538
TTC9B	2	0.45867	0.46833	1.0	8179	1	-0.077441	0.58395	0.58395	1.0	10446	1	-0.077441
C8orf76	2	0.45871	0.46837	1.0	8180	1	-0.076269	0.39047	0.41146	0.993386	8391	1	-0.076269
NKG7	4	0.45884	0.60641	1.0	8181	2	-0.11019	0.85329	0.85286	1.0	13775	0	-0.11019
IGF1	4	0.45885	0.60643	1.0	8182	1	0.097289	0.2904	0.43627	0.995064	7099	2	0.097289
EHD2	3	0.45891	0.52483	1.0	8183	1	0.0044455	0.1095	0.19754	0.939445	3823	1	0.0044455
SLC25A41	4	0.45897	0.60651	1.0	8184	1	0.20974	0.13346	0.27348	0.967777	4439	3	0.20974
A4GAL	2	0.45901	0.46863	1.0	8185	1	-0.17629	0.84413	0.84376	1.0	13647	0	-0.17629
RNF39	3	0.45903	0.5249	1.0	8186	1	0.071736	0.50234	0.55337	1.0	9606	1	0.071736
TTC37	3	0.4591	0.52494	1.0	8187	1	-0.080443	0.80469	0.80439	1.0	13091	0	-0.080443
NMNAT2	7	0.45925	0.67631	1.0	8188	3	-0.080112	0.75616	0.85907	1.0	12449	2	-0.080112
LRP3	4	0.45944	0.60671	1.0	8189	1	0.13413	0.12562	0.26005	0.964015	4248	2	0.13413
PPBP	4	0.45956	0.60677	1.0	8190	1	0.12834	0.27221	0.41798	0.993386	6816	2	0.12834
XKR3	4	0.45964	0.60679	1.0	8191	1	-0.014203	0.81257	0.81342	1.0	13204	1	-0.014203
GGCX	8	0.45964	0.6861	1.0	8192	3	-0.068724	0.062822	0.19105	0.93826	2590	2	-0.068724
TMEM88	3	0.45965	0.52527	1.0	8193	1	0.099615	0.44666	0.51859	1.0	9059	1	0.099615
SCI	2	0.45972	0.46925	1.0	8194	1	-0.1106	0.48262	0.48952	1.0	9423	1	-0.1106
KRTAP4-5	2	0.45977	0.46929	1.0	8195	1	0.13044	0.29085	0.33338	0.98246	7110	1	0.13044
NOSTRIN	3	0.45993	0.52543	1.0	8196	1	0.13944	0.075623	0.15293	0.921743	2992	2	0.13944
C4orf17	5	0.45994	0.6164	1.0	8197	2	0.028832	0.83328	0.84492	1.0	13493	1	0.028832
CABP2	3	0.46009	0.52554	1.0	8198	1	-0.10327	0.8895	0.88949	1.0	14298	0	-0.10327
GBX2	2	0.46009	0.46956	1.0	8199	1	-0.013017	0.47881	0.48615	1.0	9389	1	-0.013017
UXS1	5	0.46017	0.6166	1.0	8200	2	-0.080444	0.56372	0.70514	1.0	10223	1	-0.080444
MEIG	3	0.46018	0.52559	1.0	8201	1	0.1877	0.26569	0.39452	0.98894	6710	2	0.1877
DUOX2	3	0.46024	0.52563	1.0	8202	1	0.022778	0.71478	0.71578	1.0	11912	1	0.022778
SSP	3	0.46028	0.52565	1.0	8203	1	0.01892	0.26575	0.3946	0.98894	6713	1	0.01892
CTTNBP2NL	3	0.4604	0.52572	1.0	8204	1	0.28093	0.14503	0.24338	0.9605	4676	2	0.28093
RTKN	5	0.46049	0.61685	1.0	8205	1	0.016404	0.41613	0.58102	1.0	8699	1	0.016404
STEAP	9	0.46054	0.7093	1.0	8206	3	-0.016301	0.022685	0.091673	0.880353	1194	3	-0.016301
OR3A2	2	0.46057	0.46998	1.0	8207	1	0.054092	0.27422	0.32085	0.980576	6851	1	0.054092
HERPUD1	5	0.46062	0.61697	1.0	8208	2	-0.051545	0.077	0.19324	0.938885	3020	1	-0.051545
FAM122C	4	0.46062	0.60719	1.0	8209	1	0.042766	0.22749	0.37307	0.983597	6093	1	0.042766
OR4X1	2	0.46092	0.47027	1.0	8210	1	0.078277	0.10827	0.18301	0.934198	3798	1	0.078277
GK2	3	0.46093	0.52603	1.0	8211	1	0.19542	0.070593	0.14617	0.921743	2833	2	0.19542
SLC24A5	4	0.46094	0.60731	1.0	8212	1	0.01747	0.74655	0.76039	1.0	12316	1	0.01747
VAMP5	5	0.46099	0.61728	1.0	8213	1	0.32327	0.059259	0.16282	0.923716	2499	4	0.32327
FAP	3	0.46102	0.52608	1.0	8214	1	-0.015566	0.5947	0.61695	1.0	10548	1	-0.015566
HNRNPA0	2	0.46103	0.47038	1.0	8215	1	-0.12896	0.77602	0.77552	1.0	12704	0	-0.12896
ADAM22	4	0.46105	0.60737	1.0	8216	1	-0.016761	0.22342	0.36903	0.983597	6028	1	-0.016761
SLC9C2	2	0.46131	0.47061	1.0	8217	1	0.28331	0.11445	0.19251	0.938671	3975	1	0.28331
PRMT8	5	0.46133	0.61757	1.0	8218	2	0.20847	0.17871	0.34596	0.982573	5245	3	0.20847
TRIML2	5	0.46139	0.61762	1.0	8219	1	-0.045201	0.41592	0.58084	1.0	8694	2	-0.045201
SLC16A12	3	0.46139	0.52631	1.0	8220	1	-0.068933	0.41302	0.49888	1.0	8650	1	-0.068933
C8orf46	4	0.46148	0.60755	1.0	8221	1	0.17054	0.13674	0.27907	0.970586	4513	3	0.17054
B3GNT6	2	0.46156	0.47082	1.0	8222	1	-0.011762	0.42044	0.43603	0.994876	8748	1	-0.011762
NFIL	2	0.4616	0.47087	1.0	8223	1	0.08668	0.10257	0.17428	0.928597	3648	1	0.08668
PSMB8	5	0.46168	0.61787	1.0	8224	1	0.045536	0.44183	0.60205	1.0	9009	2	0.045536
ARMCX4	2	0.46173	0.47098	1.0	8225	1	0.23142	0.022304	0.041251	0.832426	1179	1	0.23142
GLCCI1	4	0.46184	0.60769	1.0	8226	1	0.11049	0.40109	0.54805	1.0	8517	2	0.11049
OR52E6	2	0.46199	0.47122	1.0	8227	1	-0.12846	0.79199	0.79144	1.0	12923	0	-0.12846
KCND3	6	0.46201	0.64817	1.0	8228	2	0.047926	0.2319	0.42927	0.993386	6164	3	0.047926
MAGEE2	2	0.46202	0.47124	1.0	8229	1	-0.16407	0.77985	0.7793	1.0	12759	0	-0.16407
HSPD	2	0.46208	0.4713	1.0	8230	1	-0.16862	0.75044	0.74989	1.0	12379	0	-0.16862
SPATA6L	4	0.46247	0.60795	1.0	8231	1	-0.018751	0.71707	0.73977	1.0	11942	1	-0.018751
OTOR	3	0.46248	0.52698	1.0	8232	1	0.013024	0.82125	0.82103	1.0	13335	0	0.013024
SPATA25	4	0.46258	0.60799	1.0	8233	1	0.043018	0.35739	0.50383	1.0	7987	1	0.043018
FZD4	4	0.4627	0.60804	1.0	8234	1	0.20182	0.12454	0.25818	0.964015	4214	3	0.20182
PARP1	3	0.46276	0.52715	1.0	8235	1	0.17213	0.036698	0.09055	0.879188	1741	2	0.17213
CDKL3	4	0.46286	0.60812	1.0	8236	1	-0.041238	0.045377	0.11313	0.889932	2084	1	-0.041238
TMPRSS4	3	0.46288	0.52724	1.0	8237	1	0.019612	0.28145	0.41381	0.993386	6947	1	0.019612
SCUBE1	2	0.46302	0.47213	1.0	8238	1	-0.11726	0.46959	0.47819	1.0	9301	1	-0.11726
VCX3B	2	0.46307	0.47216	1.0	8239	1	0.058215	0.072481	0.12642	0.904664	2884	1	0.058215
MAST3	4	0.46313	0.60823	1.0	8240	1	0.014322	0.81216	0.81305	1.0	13201	1	0.014322
ZNF140	4	0.46313	0.60823	1.0	8241	1	0.11316	0.33727	0.48346	1.0	7715	2	0.11316
AXIN2	3	0.46328	0.52748	1.0	8242	1	0.22271	0.16617	0.27052	0.967293	5037	2	0.22271
PRCP	4	0.46333	0.60832	1.0	8243	1	0.091241	0.089163	0.19573	0.939445	3318	2	0.091241
NARF	7	0.46349	0.68026	1.0	8244	3	-0.1062	0.041789	0.13567	0.913587	1937	1	-0.1062
HDAC5	2	0.4635	0.47254	1.0	8245	1	0.005414	0.43934	0.45206	1.0	8977	1	0.005414
SMOC2	3	0.46362	0.5277	1.0	8246	1	0.099766	0.65462	0.6633	1.0	11209	1	0.099766
RTN2	7	0.46366	0.68042	1.0	8247	2	0.084095	0.11824	0.28857	0.970586	4065	3	0.084095
TULP	2	0.46371	0.47273	1.0	8248	1	-0.048151	0.52068	0.52387	1.0	9752	1	-0.048151
C6orf223	5	0.46381	0.61961	1.0	8249	1	-0.069722	0.32021	0.50411	1.0	7499	1	-0.069722
ADAM2	7	0.46385	0.68059	1.0	8250	1	0.14142	0.12529	0.30036	0.97762	4236	4	0.14142
APITD1-COR	4	0.46391	0.60856	1.0	8251	1	0.056869	0.28576	0.43159	0.993386	7027	2	0.056869
CCRL1	3	0.46421	0.52807	1.0	8252	1	0.0034664	0.71023	0.71161	1.0	11852	1	0.0034664
SH3BG	2	0.46421	0.47317	1.0	8253	1	-0.1392	0.55286	0.55411	1.0	10097	1	-0.1392
ATG3	2	0.46423	0.47319	1.0	8254	1	0.16984	0.096822	0.16536	0.925066	3497	1	0.16984
BHLHB	2	0.46428	0.47323	1.0	8255	1	0.16972	0.2056	0.27076	0.967293	5723	1	0.16972
TMEM217	3	0.46433	0.52814	1.0	8256	1	-0.0025963	0.83938	0.83918	1.0	13576	0	-0.0025963
CDKN2	20	0.46438	0.80018	1.0	8257	7	0.10106	3.7196e-08	2.9738e-07	0.001238	4	9	0.10106
NOL3	1	0.46443	0.46469	1.0	8258	0	-0.0568	0.53557	0.53535	1.0	9932	0	-0.0568
CTGF	2	0.46444	0.47337	1.0	8259	1	-0.19573	0.84452	0.84416	1.0	13653	0	-0.19573
CDHR1	3	0.46458	0.52829	1.0	8260	1	-0.020468	0.75665	0.75662	1.0	12455	0	-0.020468
KRT2	3	0.46464	0.52833	1.0	8261	1	0.38545	0.059448	0.13121	0.911641	2506	2	0.38545
DBNDD2	1	0.46474	0.465	1.0	8262	0	-0.032015	0.53526	0.53505	1.0	9930	0	-0.032015
ZMYM4	2	0.46494	0.4738	1.0	8263	1	-0.12785	0.55807	0.55897	1.0	10160	1	-0.12785
GOLGA1	3	0.46512	0.52863	1.0	8264	1	0.5496	0.018806	0.048688	0.845052	1039	2	0.5496
ZNF695	4	0.46516	0.60907	1.0	8265	1	0.13926	0.16764	0.31262	0.978268	5063	2	0.13926
FAM108B1	3	0.46517	0.52866	1.0	8266	1	-0.061108	0.70799	0.70956	1.0	11823	1	-0.061108
C15orf27	3	0.4652	0.52869	1.0	8267	1	-0.10707	0.86343	0.86331	1.0	13939	0	-0.10707
PDGFB	6	0.46522	0.65023	1.0	8268	2	-0.045403	0.87269	0.88793	1.0	14073	1	-0.045403
OR10T2	3	0.46523	0.52871	1.0	8269	1	0.16616	0.19645	0.3089	0.978268	5555	2	0.16616
TRIM54	5	0.46542	0.62098	1.0	8270	2	-0.11081	0.44277	0.60283	1.0	9021	2	-0.11081
NRXN2	8	0.46558	0.69075	1.0	8271	3	-0.11542	0.57714	0.77743	1.0	10378	2	-0.11542
OR10G3	2	0.46562	0.47439	1.0	8272	1	-0.13877	0.68535	0.68515	1.0	11565	0	-0.13877
CCDC77	1	0.46577	0.46596	1.0	8273	0	-0.035287	0.53423	0.53401	1.0	9913	0	-0.035287
DLL4	4	0.46583	0.60938	1.0	8274	1	0.085371	0.32466	0.47078	1.0	7555	2	0.085371
MORN3	3	0.46603	0.52921	1.0	8275	1	-0.032697	0.88698	0.88702	1.0	14254	0	-0.032697
CF	3	0.46606	0.52923	1.0	8276	1	0.46359	0.017258	0.044904	0.832426	980	2	0.46359
CLSTN3	4	0.4661	0.60949	1.0	8277	1	-0.10819	0.77118	0.77874	1.0	12635	1	-0.10819
OR10G8	2	0.46616	0.47487	1.0	8278	1	-0.091112	0.49046	0.49647	1.0	9492	1	-0.091112
G6PC2	3	0.46624	0.52933	1.0	8279	1	0.12805	0.1905	0.30144	0.97762	5454	2	0.12805
TMEM69	4	0.46626	0.60956	1.0	8280	1	-0.12378	0.56211	0.6535	1.0	10211	1	-0.12378
FAM116A	2	0.46633	0.47504	1.0	8281	1	-0.25462	0.84848	0.84807	1.0	13706	0	-0.25462
EEF1G	2	0.46636	0.47506	1.0	8282	1	0.065963	0.19008	0.25971	0.964015	5448	1	0.065963
STAT5B	4	0.46637	0.60961	1.0	8283	1	0.04536	0.25808	0.40377	0.991571	6600	2	0.04536
ADAD2	5	0.46655	0.62192	1.0	8284	2	0.063174	0.12842	0.2723	0.967777	4316	2	0.063174
ALDH2	5	0.46656	0.62193	1.0	8285	1	-0.025616	0.33465	0.51563	1.0	7689	2	-0.025616
KRT3	2	0.46656	0.47524	1.0	8286	1	0.132	0.090552	0.15554	0.921743	3358	1	0.132
Mar-02	8	0.46669	0.69162	1.0	8287	3	-0.016589	0.46373	0.69005	1.0	9250	3	-0.016589
FAM129B	4	0.4668	0.60977	1.0	8288	1	0.0482	0.27089	0.41664	0.993386	6800	1	0.0482
MRGPR	3	0.46711	0.52985	1.0	8289	1	0.058745	0.66344	0.67053	1.0	11316	1	0.058745
XPA	2	0.46711	0.47571	1.0	8290	1	-0.035867	0.31009	0.34795	0.982573	7379	1	-0.035867
SGSM1	3	0.4672	0.52991	1.0	8291	1	-0.031738	0.12549	0.21807	0.950336	4241	1	-0.031738
CCDC102A	3	0.46723	0.52993	1.0	8292	1	-0.026413	0.77878	0.77863	1.0	12742	0	-0.026413
KCNJ11	3	0.46735	0.53	1.0	8293	1	-0.048169	0.91021	0.91034	1.0	14626	0	-0.048169
VPS13B	4	0.46739	0.61002	1.0	8294	1	-0.029827	0.84201	0.84151	1.0	13617	0	-0.029827
L3MBTL	8	0.46775	0.69241	1.0	8295	2	0.028334	0.42969	0.66375	1.0	8854	3	0.028334
TXNL1	2	0.46779	0.47632	1.0	8296	1	-0.11656	0.73859	0.73817	1.0	12206	0	-0.11656
TMBIM	6	0.46799	0.65196	1.0	8297	2	-0.11553	0.17977	0.36722	0.983597	5266	1	-0.11553
RBM14-RBM4	1	0.46802	0.46815	1.0	8298	0	-0.021605	0.53198	0.53178	1.0	9894	0	-0.021605
C6orf201	2	0.46816	0.47664	1.0	8299	1	-0.003996	0.24862	0.30198	0.97762	6433	1	-0.003996
RSU	1	0.46824	0.46837	1.0	8300	0	-0.032507	0.53176	0.53157	1.0	9890	0	-0.032507
